Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
O74456	P41412	PEF1	RES2	SPCC16C4.11	SPAC22F3.09C	SPCC16C4.11	SPAC22F3.09C	26771498:0018:HT
O74456	Q10186	PEF1	Q10186	SPCC16C4.11	SPAC3F10.12C	SPCC16C4.11	SPAC3F10.12C	26771498:0018:HT
O74458	O94687	SFC4	TAS3	SPCC16C4.14C	SPBC83.03C	SPCC16C4.14C	SPBC83.03C	26771498:0018:HT
O74458	Q09704	SFC4	RRP4	SPCC16C4.14C	SPAC2F7.14C	SPCC16C4.14C	SPAC2F7.14C	26771498:0018:HT
O74461	O74960	MUG123	PIL1	SPCC16C4.17	SPCC736.15	SPCC16C4.17	SPCC736.15	26771498:0018:HT
O74461	O94255	MUG123	O94255	SPCC16C4.17	SPBP8B7.05C	SPCC16C4.17	SPBP8B7.05C	26771498:0018:HT
O74461	P36601	MUG123	RHP51	SPCC16C4.17	SPAC644.14C	SPCC16C4.17	SPAC644.14C	26771498:0018:HT
O74461	P41888	MUG123	TNR3	SPCC16C4.17	SPAC6F12.05C	SPCC16C4.17	SPAC6F12.05C	26771498:0018:HT
O74461	Q10186	MUG123	Q10186	SPCC16C4.17	SPAC3F10.12C	SPCC16C4.17	SPAC3F10.12C	26771498:0018:HT
O74465	O74518	HRR1	CID12	SPCC1739.03	SPCC663.12	SPCC1739.03	SPCC663.12	26771498:0018:HT|22733737:0018:LC|22474355:0018:LC
O74465	O74957	HRR1	AGO1	SPCC1739.03	SPCC736.11	SPCC1739.03	SPCC736.11	17310250:0007:LC|22474355:0018:LC
O74465	O94687	HRR1	TAS3	SPCC1739.03	SPBC83.03C	SPCC1739.03	SPBC83.03C	22474355:0007:LC|15607976:0019:LC|22474355:0004:LC|22474355:0018:LC
O74465	O94717	HRR1	ERS1	SPCC1739.03	SPCC1393.05	SPCC1739.03	SPCC1393.05	22733737:0018:LC|22474355:0004:LC|22474355:0007:LC|22733737:0004:LC|22474355:0018:LC
O74468	Q9P7Q4	O74468	SEC18	SPCC1739.06C	SPAC1834.11C	SPCC1739.06C	SPAC1834.11C	26771498:0018:HT
O74473	O74473	CDC11	CDC11	SPCC1739.11C	SPCC1739.11C	SPCC1739.11C	SPCC1739.11C	23695164:0018:HT|15132994:0018:LC|26771498:0018:HT|23695164:0397:HT
O74473	O94441	CDC11	YPP1	SPCC1739.11C	SPAC637.04	SPCC1739.11C	SPAC637.04	26771498:0018:HT
O74473	P10815	CDC11	CDC13	SPCC1739.11C	SPBC582.03	SPCC1739.11C	SPBC582.03	15062098:0018:LC|15062098:0096:LC|23695164:0397:HT|15062098:0004:LC
O74473	P87027	CDC11	SPG1	SPCC1739.11C	SPAC1565.06C	SPCC1739.11C	SPAC1565.06C	15062098:0018:LC|15062098:0096:LC|26771498:0018:HT
O74473	P87312	CDC11	CWF4	SPCC1739.11C	SPBC31F10.11C	SPCC1739.11C	SPBC31F10.11C	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O74473	Q09898	CDC11	SID2	SPCC1739.11C	SPAC24B11.11C	SPCC1739.11C	SPAC24B11.11C	22419817:0415:LC|22419817:0004:LC|15062098:0004:LC|15062098:0018:LC|15062098:0096:LC
O74483	O74483	LSM8	LSM8	SPCC1840.10	SPCC1840.10	SPCC1840.10	SPCC1840.10	32518066:0114:LC
O74483	O94408	LSM8	LSM2	SPCC1840.10	SPCC1620.01C	SPCC1840.10	SPCC1620.01C	32518066:0114:LC
O74483	Q9Y7M4	LSM8	LSM3	SPCC1840.10	SPBC9B6.05C	SPCC1840.10	SPBC9B6.05C	26771498:0018:HT|32518066:0114:LC
O74486	O74486	WTF19	WTF19	SPCC1906.03	SPCC1906.03	SPCC1906.03	SPCC1906.03	26771498:0018:HT
O74489	O74489	ZTA1	ZTA1	SPCC1442.16C|SPCC285.01C	SPCC1442.16C|SPCC285.01C	SPCC1442.16C	SPCC1442.16C	26771498:0018:HT
O74489	Q8WZK3	ZTA1	IBP1	SPCC1442.16C|SPCC285.01C	SPBC839.07	SPCC1442.16C	SPBC839.07	26771498:0018:HT
O74496	O74496	RET2	RET2	SPCC285.08	SPCC285.08	SPCC285.08	SPCC285.08	26771498:0018:HT
O74499	O74499	LSM7	LSM7	SPCC285.12	SPCC285.12	SPCC285.12	SPCC285.12	26771498:0018:HT
O74499	Q9HGL1	LSM7	Q9HGL1	SPCC285.12	SPBC800.11	SPCC285.12	SPBC800.11	26771498:0018:HT
O74499	Q9UUI1	LSM7	LSM6	SPCC285.12	SPAC2F3.17C	SPCC285.12	SPAC2F3.17C	22001694:0114:LC
O74510	Q10109	BQT3	LEM2	SPCC594.07C	SPAC18G6.10	SPCC594.07C	SPAC18G6.10	33109728:0090:HT
O74511	Q9P7D2	EKC1	PPE1	SPCC663.01C|SPCC777.16C	SPBP4H10.17C	SPCC663.01C	SPBP4H10.17C	12773390:0007:LC|26771498:0018:HT|12773390:0004:LC|12773390:0401:LC
O74515	O74515	CIA1	CIA1	SPCC663.05C	SPCC663.05C	SPCC663.05C	SPCC663.05C	18334479:0114:LC|PDB_2DZE:0114:LC
O74515	P09988	CIA1	HHT1|HHT2	SPCC663.05C	SPAC1834.04|PI060|SPBC8D2.04	SPCC663.05C	SPAC1834.04|SPBC8D2.04	PDB_2DZE:0114:LC
O74515	P87314	CIA1	HIP1	SPCC663.05C	SPBC31F10.13C	SPCC663.05C	SPBC31F10.13C	18334479:0114:LC
O74518	O94687	CID12	TAS3	SPCC663.12	SPBC83.03C	SPCC663.12	SPBC83.03C	22733737:0018:LC|22474355:0018:LC
O74519	O74985	O74519	NAT1	SPCC663.13C	SPCC338.07C	SPCC663.13C	SPCC338.07C	26771498:0018:HT
O74531	Q9Y709	POF7	SKP1	SPCC1827.08C|SPCC70.11C	SPBC409.05	SPCC1827.08C	SPBC409.05	15147268:0006:LC|17016471:0018:LC|15147268:0004:LC
O74534	Q9HE16	SLY1	Q9HE16	SPCC74.01	SPAC1399.05C	SPCC74.01	SPAC1399.05C	26771498:0018:HT
O74536	O74536	SSP2	SSP2	SPCC74.03C	SPCC74.03C	SPCC74.03C	SPCC74.03C	26771498:0018:HT|19474788:0114:LC
O74536	P78789	SSP2	AMK2	SPCC74.03C	SPCC1919.03C	SPCC74.03C	SPCC1919.03C	17937917:0114:LC|17289942:0114:LC
O74536	Q10343	SSP2	CBS2	SPCC74.03C	SPAC1556.08C|SPAC1F12.01C	SPCC74.03C	SPAC1556.08C	17937917:0114:LC|17112379:0018:LC|12456722:0018:LC|17289942:0114:LC
O74539	O94321	MAK3	MPR1	SPCC74.06	SPBC725.02	SPCC74.06	SPBC725.02	23695164:0018:HT|17559414:0018:LC|26771498:0018:HT|23695164:0397:HT
O74544	O74824	GTR2	GTR1	SPCC777.05	SPBC337.13C	SPCC777.05	SPBC337.13C	26771498:0018:HT
O74545	O74545	O74545	O74545	SPCC777.06C	SPCC777.06C	SPCC777.06C	SPCC777.06C	26771498:0018:HT
O74547	O74846	BIT61	SEC6	SPCC777.08C	SPCC1235.10C	SPCC777.08C	SPCC1235.10C	26771498:0018:HT
O74547	O74909	BIT61	MEU23	SPCC777.08C	SPCC613.11C	SPCC777.08C	SPCC613.11C	26771498:0018:HT
O74551	O74551	O74551	O74551	SPCC777.12C	SPCC777.12C	SPCC777.12C	SPCC777.12C	26771498:0018:HT
O74553	O94293	DUS4	O94293	SPCC777.15	SPBC887.08	SPCC777.15	SPBC887.08	26771498:0018:HT
O74556	Q9P7F8	O74556	GET3	SPCC970.02	SPAC1142.06	SPCC970.02	SPAC1142.06	26771498:0018:HT
O74559	P53694	O74559	RTN1	SPCC970.06	SPBC31A8.01C|SPBC651.13C	SPCC970.06	SPBC31A8.01C	26771498:0018:HT
O74559	Q10109	O74559	LEM2	SPCC970.06	SPAC18G6.10	SPCC970.06	SPAC18G6.10	33109728:0090:HT
O74635	O74958	RPB9	MMI1	SPAPYUG7.04C	SPCC736.12C	SPAPYUG7.04C	SPCC736.12C	26771498:0018:HT
O74635	P08092	RPB9	RAN1	SPAPYUG7.04C	SPBC19C2.05	SPAPYUG7.04C	SPBC19C2.05	26771498:0018:HT
O74635	P36594	RPB9	RPB1	SPAPYUG7.04C	SPBC28F2.12	SPAPYUG7.04C	SPBC28F2.12	28241144:0114:LC|19458260:0114:LC
O74635	P79007	RPB9	HAP5	SPAPYUG7.04C	SPBC3B8.02	SPAPYUG7.04C	SPBC3B8.02	26771498:0018:HT
O74635	Q02061	RPB9	RPB2	SPAPYUG7.04C	SPAC23G3.01|SPAC521.06	SPAPYUG7.04C	SPAC23G3.01	28241144:0114:LC|19458260:0114:LC
O74635	Q92349	RPB9	MUG79	SPAPYUG7.04C	SPAC6G9.04	SPAPYUG7.04C	SPAC6G9.04	26771498:0018:HT
O74635	Q9P6R7	RPB9	Q9P6R7	SPAPYUG7.04C	SPBC13E7.03C	SPAPYUG7.04C	SPBC13E7.03C	26771498:0018:HT
O74648	O74648	IAH1	IAH1	SPCC126.10	SPCC126.10	SPCC126.10	SPCC126.10	26771498:0018:HT
O74648	P49373	IAH1	TFS1	SPCC126.10	SPAC20H4.03C	SPCC126.10	SPAC20H4.03C	26771498:0018:HT
O74653	Q01112	POB1	CDC42	SPBC1289.04C	SPAC110.03	SPBC1289.04C	SPAC110.03	21401840:0018:LC|19710424:0004:LC|21899677:0018:LC|19710424:0018:LC|19710424:0096:LC
O74718	O74718	SUP35	SUP35	SPCC584.04	SPCC584.04	SPCC584.04	SPCC584.04	26771498:0018:HT|19417105:0114:LC
O74718	P79063	SUP35	SUP45	SPCC584.04	SPAC1834.01	SPCC584.04	SPAC1834.01	9701287:0096:LC|10376874:0004:LC|10376874:0018:LC|9701287:0018:LC|20974926:0018:LC|19417105:0114:LC
O74718	Q9USL5	SUP35	DOM34	SPCC584.04	SPCC18B5.06	SPCC584.04	SPCC18B5.06	10376874:0096:LC|9701287:0018:LC|9701287:0096:LC|10376874:0018:LC
O74738	O75001	SET10	MCM7	SPBC1709.13C	SPBC25D12.03C	SPBC1709.13C	SPBC25D12.03C	26771498:0018:HT
O74738	O94687	SET10	TAS3	SPBC1709.13C	SPBC83.03C	SPBC1709.13C	SPBC83.03C	26771498:0018:HT
O74738	Q92349	SET10	MUG79	SPBC1709.13C	SPAC6G9.04	SPBC1709.13C	SPAC6G9.04	26771498:0018:HT
O74747	O74747	RHP18	RHP18	SPBC1734.06	SPBC1734.06	SPBC1734.06	SPBC1734.06	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O74747	P23566	RHP18	RHP6	SPBC1734.06	SPAC18B11.07C	SPBC1734.06	SPAC18B11.07C	26771498:0018:HT
O74750	Q10109	YEA4	LEM2	SPBC1734.09	SPAC18G6.10	SPBC1734.09	SPAC18G6.10	33109728:0090:HT
O74751	Q09763	O74751	GEF1	SPBC1734.10C	SPAC24H6.09	SPBC1734.10C	SPAC24H6.09	26771498:0018:HT
O74761	O74761	PRI2	PRI2	SPBC17D11.06	SPBC17D11.06	SPBC17D11.06	SPBC17D11.06	26771498:0018:HT
O74762	Q9Y7Y6	RPN2	RPN1301	SPBC17D11.07C	SPBC342.04	SPBC17D11.07C	SPBC342.04	26771498:0018:HT
O74763	Q9P6P3	O74763	PPK15	SPBC17D11.08	SPAC1E11.03|SPAC823.03	SPBC17D11.08	SPAC823.03	26771498:0018:HT
O74767	Q96WV5	SEC28	Q96WV5	SPBC24C6.05	SPBPJ4664.04	SPBC24C6.05	SPBPJ4664.04	26771498:0018:HT
O74771	P32390	DIP1	ACT2	SPBC24C6.10C	SPAC630.03	SPBC24C6.10C	SPAC630.03	32839613:0114:LC
O74771	Q10316	DIP1	ARC5	SPBC24C6.10C	SPAC17G8.04C	SPBC24C6.10C	SPAC17G8.04C	32839613:0114:LC
O74771	Q92352	DIP1	ARC4	SPBC24C6.10C	SPAC6G9.07C	SPBC24C6.10C	SPAC6G9.07C	32839613:0114:LC
O74772	P87126	CWF14	CWF2	SPBC24C6.11	SPAC3A12.11C	SPBC24C6.11	SPAC3A12.11C	26292707:0114:LC
O74772	Q09882	CWF14	PRP45	SPBC24C6.11	SPCC188.11|SPCC584.08	SPBC24C6.11	SPCC188.11	26292707:0114:LC
O74774	Q9USL5	HBS1	DOM34	SPBC25B2.01|SPBC2G5.08	SPCC18B5.06	SPBC25B2.01	SPCC18B5.06	20890290:0071:LC|20890290:0096:LC|20890290:0065:LC|20890290:0114:LC
O74778	Q10149	BTB2	Q10149	SPBC25B2.06C	SPAC1D4.02C	SPBC25B2.06C	SPAC1D4.02C	26771498:0018:HT
O74790	O74821	GRX4	DRE2	SPBC26H8.06	SPBC337.10C	SPBC26H8.06	SPBC337.10C	26771498:0018:HT
O74790	Q10134	GRX4	FEP1	SPBC26H8.06	SPAC23E2.01	SPBC26H8.06	SPAC23E2.01	21531205:0004:LC|21421748:0004:LC|21421748:0018:LC|21531205:0055:LC|26771498:0018:HT
O74790	Q10425	GRX4	Q10425	SPBC26H8.06	SPAC25G10.08	SPBC26H8.06	SPAC25G10.08	26771498:0018:HT
O74790	Q12238	GRX4	UVI31	SPBC26H8.06	SPBC16E9.06C	SPBC26H8.06	SPBC16E9.06C	26771498:0090:HT|26771498:0018:HT
O74790	Q1MTN8	GRX4	Q1MTN8	SPBC26H8.06	SPBC16D10.01C	SPBC26H8.06	SPBC16D10.01C	26771498:0018:HT
O74790	Q9UTR1	GRX4	MMS19	SPBC26H8.06	SPAC1071.02	SPBC26H8.06	SPAC1071.02	26771498:0018:HT
O74792	O74792	SNF59	SNF59	SPBC26H8.09C	SPBC26H8.09C	SPBC26H8.09C	SPBC26H8.09C	26771498:0018:HT
O74802	O74846	EHD3	SEC6	SPBC2D10.09	SPCC1235.10C	SPBC2D10.09	SPCC1235.10C	26771498:0018:HT
O74802	P36601	EHD3	RHP51	SPBC2D10.09	SPAC644.14C	SPBC2D10.09	SPAC644.14C	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O74802	Q09892	EHD3	STY1	SPBC2D10.09	SPAC24B11.06C	SPBC2D10.09	SPAC24B11.06C	23695164:0018:HT|23695164:0004:HT|26771498:0018:HT|23695164:0007:HT|23695164:0397:HT
O74802	Q10314	EHD3	Q10314	SPBC2D10.09	SPAC17G8.02	SPBC2D10.09	SPAC17G8.02	26771498:0018:HT
O74802	Q9Y7M1	EHD3	Q9Y7M1	SPBC2D10.09	SPBC725.04	SPBC2D10.09	SPBC725.04	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O74803	Q10445	RHP23	RHP41	SPBC2D10.12	SPAC12B10.12C	SPBC2D10.12	SPAC12B10.12C	26771498:0018:HT
O74804	Q10432	EST1	CCQ1	SPBC2D10.13	SPCC188.07	SPBC2D10.13	SPCC188.07	25131669:0018:LC|22101932:0018:LC|22101932:0096:LC
O74808	Q9P793	CLR1	MIT1	SPBC2D10.17	SPBP35G2.10	SPBC2D10.17	SPBP35G2.10	27105116:0114:LC|27105116:0096:LC|27105116:0004:LC
O74824	Q9P7I3	GTR1	MDV1	SPBC337.13C	SPAC25D11.01|SPAC664.15|SPACUNK12.01	SPBC337.13C	SPAC664.15	23695164:0397:HT
O74825	O94687	RPB4	TAS3	SPBC337.14	SPBC83.03C	SPBC337.14	SPBC83.03C	26771498:0018:HT
O74825	P36594	RPB4	RPB1	SPBC337.14	SPBC28F2.12	SPBC337.14	SPBC28F2.12	28241144:0114:LC|19458260:0114:LC|14534314:0006:LC
O74825	P87123	RPB4	RPB11	SPBC337.14	SPAC3A12.07	SPBC337.14	SPAC3A12.07	19458260:0114:LC
O74825	P87306	RPB4	MED17	SPBC337.14	SPBC31F10.04C	SPBC337.14	SPBC31F10.04C	28241144:0114:LC
O74836	O74836	RPL101	RPL101	SPCC1183.08C	SPCC1183.08C	SPCC1183.08C	SPCC1183.08C	26771498:0018:HT
O74837	Q10109	PMP31	LEM2	SPCC1183.09C	SPAC18G6.10	SPCC1183.09C	SPAC18G6.10	33109728:0090:HT
O74845	O74845	HIF2	HIF2	SPCC1235.09	SPCC1235.09	SPCC1235.09	SPCC1235.09	26771498:0018:HT
O74845	Q10369	HIF2	Q10369	SPCC1235.09	SPAC22E12.19|SPAC2E12.01	SPCC1235.09	SPAC22E12.19	26771498:0018:HT
O74846	O74939	SEC6	O74939	SPCC1235.10C	SPCC553.01C|SPCC736.01C	SPCC1235.10C	SPCC553.01C	26771498:0018:HT
O74846	O94236	SEC6	MOE1	SPCC1235.10C	SPAC637.07	SPCC1235.10C	SPAC637.07	26771498:0018:HT
O74846	O94332	SEC6	RRN11	SPCC1235.10C	SPBC725.17C	SPCC1235.10C	SPBC725.17C	26771498:0018:HT
O74846	O94494	SEC6	SIM4	SPCC1235.10C	SPBC18E5.03C	SPCC1235.10C	SPBC18E5.03C	26771498:0018:HT
O74846	P01129	SEC6	CDC10	SPCC1235.10C	SPBC336.12C	SPCC1235.10C	SPBC336.12C	26771498:0018:HT
O74846	P27574	SEC6	PYP1	SPCC1235.10C	SPAC26F1.10C	SPCC1235.10C	SPAC26F1.10C	26771498:0018:HT
O74846	P47979	SEC6	ZFS1	SPCC1235.10C	SPBC1718.07C	SPCC1235.10C	SPBC1718.07C	26771498:0018:HT
O74846	P49373	SEC6	TFS1	SPCC1235.10C	SPAC20H4.03C	SPCC1235.10C	SPAC20H4.03C	26771498:0018:HT
O74846	P87127	SEC6	ATP11	SPCC1235.10C	SPAC3A12.12	SPCC1235.10C	SPAC3A12.12	26771498:0018:HT
O74846	Q09763	SEC6	GEF1	SPCC1235.10C	SPAC24H6.09	SPCC1235.10C	SPAC24H6.09	26771498:0018:HT
O74846	Q09870	SEC6	Q09870	SPCC1235.10C	SPAC12G12.06C	SPCC1235.10C	SPAC12G12.06C	26771498:0018:HT
O74846	Q10106	SEC6	UTP11	SPCC1235.10C	SPAC18G6.06	SPCC1235.10C	SPAC18G6.06	26771498:0018:HT
O74846	Q10440	SEC6	EMI5	SPCC1235.10C	SPAC12B10.06C	SPCC1235.10C	SPAC12B10.06C	26771498:0018:HT
O74846	Q92349	SEC6	MUG79	SPCC1235.10C	SPAC6G9.04	SPCC1235.10C	SPAC6G9.04	26771498:0018:HT
O74846	Q9P6R8	SEC6	CWF24	SPCC1235.10C	SPBC13E7.02	SPCC1235.10C	SPBC13E7.02	26771498:0018:HT
O74846	Q9USP9	SEC6	Q9USP9	SPCC1235.10C	SPBC902.04	SPCC1235.10C	SPBC902.04	26771498:0018:HT
O74846	Q9USQ8	SEC6	Q9USQ8	SPCC1235.10C	SPBC577.11	SPCC1235.10C	SPBC577.11	26771498:0018:HT
O74846	Q9USZ5	SEC6	TRS20	SPCC1235.10C	SPBC11G11.04	SPCC1235.10C	SPBC11G11.04	26771498:0018:HT
O74846	Q9UT04	SEC6	Q9UT04	SPCC1235.10C	SPAP8A3.13C	SPCC1235.10C	SPAP8A3.13C	26771498:0018:HT
O74846	Q9UT50	SEC6	Q9UT50	SPCC1235.10C	SPAC821.03C	SPCC1235.10C	SPAC821.03C	26771498:0018:HT
O74846	Q9UTC6	SEC6	ISU1	SPCC1235.10C	SPAC227.13C	SPCC1235.10C	SPAC227.13C	26771498:0018:HT
O74846	Q9UTG8	SEC6	DAD2	SPCC1235.10C	SPAC1805.07C	SPCC1235.10C	SPAC1805.07C	26771498:0018:HT
O74846	Q9Y7J9	SEC6	MCP5	SPCC1235.10C	SPBC216.02	SPCC1235.10C	SPBC216.02	26771498:0018:HT
O74854	Q9Y709	POF6	SKP1	SPCC18.04	SPBC409.05	SPCC18.04	SPBC409.05	12511573:0096:LC|15147268:0006:LC|12511573:0018:LC|17016471:0018:LC
O74856	P87112	CAF1	NOT1	SPCC18.06C	SPAC20G8.06	SPCC18.06C	SPAC20G8.06	27851962:0401:LC|26771498:0018:HT
O74857	O74883	RPC53	RPC37	SPCC18.07	SPCC330.13	SPCC18.07	SPCC330.13	23695164:0018:HT|26771498:0090:HT|26771498:0018:HT|23695164:0397:HT
O74859	O74859	HNT3	HNT3	SPCC18.09C	SPCC18.09C	SPCC18.09C	SPCC18.09C	26007660:0114:LC|21984208:0114:LC
O74864	P17477	RPP0	RPP102	SPCC18.14C	SPBC3B9.13C	SPCC18.14C	SPBC3B9.13C	26771498:0018:HT
O74866	O74866	FMN1	FMN1	SPCC18.16C	SPCC18.16C	SPCC18.16C	SPCC18.16C	12595258:0114:LC
